,price
12978,14999
78889,41900
42583,47900
43937,48900
105630,97785
13037,15900
79363,13900
62327,89900
105191,146950
48011,59900
94492,49900
112000,15900
29607,22000
58226,49000
9540,31500
101211,128900
55553,612899
32573,42900
87040,24400
65234,85900
68957,67999
29765,22900
88558,127900
116520,265000
27614,24900
64729,7900
115783,185000
107424,7500
82594,31300
38916,27800
13234,31900
69316,125000
86759,4950
55136,123000
104334,27999
43196,49999
93326,75900
41994,13700
18427,25900
92758,51000
65339,26900
53792,69700
43005,37900
29398,19900
104527,36399
765,8000
31232,165899
45661,34900
23390,338670
3690,49500
16848,88000
112225,37900
17185,16000
62506,157000
102512,61990
68077,8999
58146,126000
117859,135000
23024,219000
22843,131900
49072,32900
2415,27900
80291,206800
61678,78800
105270,75891
49172,41900
41921,6999
52796,20899
105113,87900
66478,12900
103258,10900
38641,138600
72974,51800
117378,135000
63313,43500
53292,62800
116995,229900
59813,74900
41776,99000
82747,17900
55450,55300
61671,70000
70664,16999
2723,32900
68404,10999
39398,39000
66104,27900
15046,16900
110370,82900
21085,119000
41080,174150
60286,28000
71193,34000
38218,79900
97047,73400
27458,34900
113289,115000
43596,115000
96435,68000
115063,16999
106369,32900
11584,104427
54404,131500
7603,2900
98999,19500
67125,18800
2602,36990
41553,104900
113408,9750
106492,71900
66892,25900
87264,75940
40039,22990
23836,454880
65500,97900
95916,49900
72825,20999
112719,63900
53181,29500
7976,10000
53067,30750
22034,74000
89974,23900
4760,20490
44695,94854
72104,67000
86493,13500
110697,15500
70788,46500
11802,24900
7364,9500
85452,87300
76324,7600
51962,38900
104032,43900
35110,169900
53138,24500
104667,98500
20548,217000
82027,15900
55815,102900
40018,35900
54432,184500
73322,94900
47591,15500
97344,135744
98272,7500
40090,10500
114132,185555
84296,163000
103725,14950
105706,6200
79378,14999
55467,189990
53694,79900
47500,17900
69189,3900
52226,4499
58492,19900
49528,29000
59316,50500
103145,8000
80527,13900
60552,43900
38273,39900
47600,18000
51457,144499
19028,39000
116482,204900
8395,22900
96122,43699
17767,41000
69167,17000
29043,350500
34270,219900
75835,41700
78714,115000
28640,175000
51184,57900
56105,22907
78683,176384
50708,27900
26516,48999
38538,171900
5642,76500
81007,299990
109733,42900
25242,39999
32518,41000
74096,48900
38047,69900
61900,198900
24640,15500
85532,24900
46386,18500
36291,6900
99069,84000
68644,22900
63885,28500
21006,289900
45073,59999
99779,69900
40796,59999
48747,9900
100659,18900
86904,16999
78314,64900
1001,6900
79132,34900
51144,56000
49038,28500
15842,38990
59310,38000
17011,169900
30500,61500
30939,70000
67478,57500
20120,260900
20399,312210
90220,49900
116595,126850
18062,155900
96379,75500
86397,8999
9450,5999
47361,32900
50315,28000
95936,53900
62474,190527
3461,35000
12289,38700
31734,47000
55791,341000
71643,31800
86123,5900
76352,113100
44719,95300
9305,14200
35670,138153
11837,18900
104004,33900
20129,265900
64923,75000
23280,399900
13191,22900
56167,99900
105876,12500
22110,72900
30663,58899
43636,73400
56058,189000
106121,17500
5746,44990
11620,69900
106826,3199
41205,68999
46139,44999
51479,114254
2582,34500
83768,31400
45279,13900
31618,159900
19475,144900
113730,22000
85865,28000
13875,62999
87540,72800
7447,13000
10842,47999
2762,31000
59352,48000
111689,19900
80822,19900
59428,43000
110085,170500
11955,12900
85946,55900
25570,68900
108258,164900
93485,69950
1791,27900
69450,11500
6960,23900
17265,89900
77652,94900
93009,86900
108653,27000
80698,10900
86379,4500
77527,57900
97474,98300
86808,12900
27247,19700
82649,54900
46152,49900
71560,34000
108178,11990
26524,54500
87555,39900
68225,10999
55881,184500
92763,26000
62315,149000
11373,7500
108067,12000
25492,32500
57063,144444
95670,19900
99670,99000
13389,25900
24610,16900
30982,309000
37543,22900
59424,73900
47802,22900
5392,59990
117019,49900
26169,7900
45524,19999
105371,23800
55660,63960
116524,162500
37547,19900
69665,59000
91858,24999
87680,17000
92924,182400
104308,33900
113733,14000
101936,112900
53835,77899
82018,19900
82218,5850
98579,13600
77793,72900
8753,90700
4133,7800
17157,5900
75145,24500
45000,89888
108446,69900
6982,27900
57933,75900
115352,37500
85167,66297
91303,15400
115423,65300
106930,10000
55454,54900
27608,22500
27163,29900
102105,23900
111628,7900
5190,28900
68532,25500
10833,52999
24675,27777
28985,117000
46891,35000
75090,22000
5980,46800
35168,245200
26260,10900
63561,8900
23289,299900
97537,16800
112893,37900
34803,197500
101910,189990
17607,43900
23261,87700
56384,105000
103744,14900
107004,9999
67178,28900
103495,75000
76038,38000
59791,141900
110661,27900
53239,22900
42693,32500
82821,22900
6754,41900
70776,26000
27971,92900
54358,108000
97007,68490
68214,9700
100387,64700
68044,112550
84746,39800
15015,19900
83088,19900
50834,33900
53285,67998
114897,13500
9837,39900
83004,54900
23849,19900
22072,53900
59391,35000
48080,12500
54159,153600
25310,38000
76542,82800
99824,144900
71929,100000
24991,23000
25458,36500
82502,14199
26641,16999
14784,29900
47176,35900
2699,29900
67881,132900
61488,29900
98122,37900
6034,30627
56185,14900
71331,32900
16791,209900
7005,24500
106730,29700
100459,119900
44477,106999
27595,18890
110361,78900
35390,53000
41151,73900
57892,52800
6835,36900
83453,44900
97587,17600
38027,77990
116094,235000
41632,66000
81192,20999
18468,19900
2953,20900
4322,17896
223,48900
50847,50900
109415,48000
29958,21900
95226,9900
5879,190000
82172,10600
102772,36900
4889,15900
10342,102790
38629,139010
62022,295000
9219,10900
65802,24900
53471,77500
114978,17500
99689,100700
29637,42600
99837,40500
81924,26800
76281,9500
95149,47490
92713,37900
96825,98888
11286,12800
93471,107500
61040,349900
80741,11900
86614,17950
31009,160000
8156,18700
20929,39800
41096,111800
74452,59000
14501,12400
109036,67900
87464,39900
75205,22400
25221,72000
55547,713900
86409,6900
80585,65000
10890,8000
113817,17999
12605,33600
51680,126900
117215,134558
48907,47000
114323,31000
91275,20900
80702,23900
40892,79800
23858,15900
66789,38900
89202,4999
30113,29900
80327,109921
86482,9900
36793,24900
16444,155900
7533,133945
80600,29999
79780,36900
112683,13500
53819,46890
40557,46900
48778,31900
82021,28900
78235,82900
107560,14900
56612,132500
73941,16900
28212,58000
11803,16500
82249,64000
10048,59500
94920,87000
44314,155700
83187,11990
43031,29900
110892,16500
80622,44900
56954,229900
95076,83900
67669,49999
54150,209900
98111,59900
75725,43900
34963,639000
9833,19500
80943,149700
40184,5850
105977,12900
77979,79000
8636,59900
113021,40002
108688,41900
84160,29900
98412,33900
75689,52900
25333,87000
40155,18300
9982,68500
56288,234999
75681,42700
117051,300000
85840,29999
11646,83000
64921,79900
65785,19999
109399,38900
3755,48600
20835,239900
82401,16900
59030,35000
49364,23000
10435,105000
116487,154900
74084,38700
99212,74900
9621,19400
76620,194100
2107,25900
96705,112800
85729,18400
75669,52290
105555,79999
59450,106900
680,6400
13590,35900
108612,36900
105414,34900
88661,14999
6157,34500
6156,33500
29890,27900
9375,11900
103384,20000
115318,31400
35999,33000
18309,25900
28684,159900
51686,139500
86851,19500
21705,79900
87413,84962
110189,23900
80881,230800
98309,15900
63581,9840
80652,8500
111444,131080
9376,10900
87066,64900
116593,179900
22425,226700
57641,14500
19380,136530
56361,31900
3296,83900
33286,264600
37839,36600
71636,38900
111209,99180
78789,180650
78740,147990
88910,36900
94827,15900
60413,17900
23389,322320
50112,98900
103266,3700
45389,19900
71119,25490
26982,39900
32065,59900
69711,46900
12568,34900
15769,42000
58526,15900
11165,13500
57798,11500
40343,21900
52128,9899
6785,35555
83310,14500
54280,216120
30028,19800
34149,56999
8934,159900
17710,45999
667,9900
106915,6600
23113,63000
114833,38000
56508,494483
62225,61000
23392,339730
10855,41900
99606,72000
105269,67700
82816,16500
90702,63900
33246,209000
41551,84899
44346,238410
36571,14900
84900,61400
53658,99900
67090,29900
56801,73900
47438,26900
77232,26000
28482,210500
93649,20900
71089,23800
3658,49900
3729,46799
36885,16900
57637,12900
54917,37700
112747,104900
103140,119000
111086,18000
29496,7500
77247,19999
75844,34440
116226,88000
18118,12000
40201,20900
24524,34999
98067,28900
69952,73800
55181,79997
42685,33900
6873,25900
33121,79900
20498,255900
46543,100000
32006,108000
109177,99900
74595,37900
68951,133600
43891,60000
101061,48700
38416,59900
4337,9900
34497,352000
113798,18950
53966,109900
25829,230100
66182,24888
81064,58900
26363,7500
84880,129900
90514,35900
106001,14000
54667,13400
79940,92800
77245,13900
83627,8555
25289,33900
58031,114000
59314,29900
53477,94900
86756,29900
10382,56900
27657,49900
9513,23500
48002,68900
111677,14300
88577,71000
82411,18900
32782,84700
79232,25900
22324,280400
57697,18900
32284,559000
109822,89900
91080,61900
69538,15990
112968,69900
31971,35600
107558,59900
104842,74900
88279,79900
100379,174900
83756,22900
88634,9700
77356,19900
45911,28900
16780,196958
67512,98000
101459,30000
17016,78000
58935,14500
81799,21900
67317,51900
2385,29900
116164,83333
40854,138900
74301,41900
104172,58000
117799,144900
4477,16500
84540,40999
54523,43999
53383,61000
111642,1500
18848,27900
35594,119925
80773,29900
82980,11900
38403,72000
25430,39900
117533,169000
114587,34900
21338,192640
60491,42900
12069,18900
39423,3900
82545,44900
99156,53700
5324,33900
42481,18900
73913,15900
32538,36999
115478,56700
30889,58917
78410,75000
84706,33900
105019,29900
63661,8900
12168,14000
851,13900
91671,47800
108458,23739
116951,159900
16765,189900
73855,10500
78366,67900
89378,26900
65270,11900
49339,26900
84272,175700
90195,48900
97961,60900
40015,14800
13557,29900
33810,23500
12529,69900
74002,54900
32228,188000
36651,18700
59828,129900
94387,116500
115840,225000
94496,75900
8307,27900
95141,18900
15508,43600
42777,56900
9704,26900
113085,54900
69191,84000
5555,62900
19,39852
86015,53800
60993,219900
53035,27921
62449,99000
37673,89900
71761,82900
84076,25900
90166,22700
4680,14999
25714,193900
8494,31900
29025,349900
91291,18500
45002,69500
16548,123750
7268,13500
63623,13700
100147,29500
99534,52800
44490,99900
24114,74000
37812,51900
2898,28900
3246,59900
35287,238890
878,12500
104973,69900
91722,35500
109065,44899
112881,75900
10586,76000
106712,29900
90490,35900
68482,23000
6352,27990
107880,191000
2090,26900
26862,25400
90581,41500
9526,31900
75977,38900
95792,17900
14939,17900
34243,259900
62189,32900
86449,3200
65700,17900
71330,29900
112911,43800
4746,12600
95530,85000
17321,249900
72927,259000
7147,23900
5675,57900
3310,73900
1025,12900
74983,276000
11195,9450
108930,29900
39575,327180
110246,39500
89162,49500
1195,14900
5334,44990
66369,26800
57794,8600
21420,192900
7670,13900
45224,8900
108819,67900
108721,45000
34692,89000
2629,28800
33922,384000
38624,116700
7827,16500
84894,137900
13611,25900
103490,39900
117317,126000
1822,19999
67102,43500
3768,71900
104824,99300
104158,38999
64584,86900
16290,36000
53672,66900
103185,7500
85649,17999
94900,17900
30178,99000
46679,84900
8272,16500
2713,32900
57849,81900
86212,9900
100096,119900
85919,36900
68304,10700
77783,77799
108637,31900
39723,7900
105612,92000
81671,29000
68135,7626
106785,22900
85227,55000
100568,93900
97697,89200
42415,18999
19066,37700
105059,93600
92826,132900
83988,42999
113731,17500
52296,19900
68538,39500
112261,41900
102879,58900
2195,24700
33190,269900
57774,9300
68993,46500
26544,22800
59912,296600
43511,97300
101821,12900
34684,749900
69444,19500
53830,57900
41030,89900
82525,31600
100530,24800
62472,150000
273,26999
61195,309900
60091,10500
92533,47900
81387,13000
61925,239850
3613,66900
113889,17500
112585,32900
68284,6300
6493,36900
107051,54500
29603,12900
96650,123800
1536,7999
27508,39900
42523,20900
36003,292200
115736,119000
384,51000
116961,55800
2288,29950
97994,59900
47108,3999
110132,32900
68630,29900
13394,11900
79337,22900
59013,28800
4380,16900
69776,46260
31874,72900
62623,135900
103893,29900
3944,31700
42236,11900
18686,19500
104323,28900
117409,229900
97391,113184
99941,129800
41396,63999
91015,61500
110149,21000
6842,36900
101404,9876
33970,355700
78946,49900
116920,29900
52047,37600
18880,8000
27238,14950
37928,57900
65351,58000
76340,100000
14348,10800
83820,31900
110767,106899
89790,91200
31550,195000
24617,22499
45148,18900
78068,81900
27937,86999
59375,31900
2266,36400
96052,43500
39295,31900
95495,32900
76712,149900
88795,34800
4848,15900
106714,41500
94468,90400
76064,34500
22022,115900
63836,13900
4632,24900
115291,68900
105477,15900
32123,145000
114371,162222
59805,82500
114482,33900
11856,16999
6880,26900
52859,17600
74676,84900
106505,97600
17294,69900
84390,25890
71756,97900
67933,89900
68970,58900
94568,66900
109354,35700
22133,88300
23860,19900
91636,84800
27128,25900
58545,10800
113098,48990
83404,47900
22573,243000
37286,20900
28115,98900
1484,11300
7070,29900
2436,28500
12883,16900
25963,12900
68099,6900
16947,87900
69469,8100
82676,36900
18352,27700
110596,29900
76355,100900
39191,227640
4916,14900
43723,46900
62349,11500
80620,32900
4362,11999
86457,5000
25682,135767
35975,283900
70501,34500
115013,16900
55643,162018
34375,169999
115806,122877
14171,11000
32061,76875
79375,10900
52487,19500
54305,194999
78937,25000
106950,6900
105579,139990
31291,219900
67679,61900
22570,285700
58535,20800
38003,66900
89333,33000
7284,13800
36823,14500
25544,200727
42458,33900
62109,395875
83932,26900
108654,139990
112712,59999
302,8800
75751,47500
83926,32900
40075,18900
88809,29450
97294,22900
96039,47999
114799,84900
43653,45999
52917,33000
65857,23900
102266,55000
36331,2800
92148,43900
17333,63900
39574,180000
96739,112800
17744,48900
17835,284600
58704,6300
31714,154000
50912,24499
52208,8400
65879,138100
92170,42999
2065,21800
57145,232900
80489,14500
34553,399900
33319,278027
112113,18800
99438,76500
79863,64900
10260,55400
88114,37750
61619,52900
96403,91900
103396,26900
6419,17500
72407,119900
104737,40900
107055,19900
109992,240000
72307,130000
67297,18800
101890,7500
5343,41820
89100,5500
95418,38900
22622,276300
46051,35800
81548,180000
114451,26900
40451,14900
19468,58900
30681,68999
44853,32900
37800,39400
110907,14900
14507,12900
113569,32500
25209,59900
117059,149900
117302,297600
67835,49900
39741,9900
58129,99888
101230,29990
60998,335900
87998,37900
73583,215127
25416,46000
61316,93480
101725,28600
37410,28900
107235,63000
105589,67900
65645,70000
26417,5900
11202,17800
83220,12490
111319,123000
114463,34000
24939,19999
114594,37900
5852,90000
56535,67700
72952,28500
22211,55900
82814,54700
45745,41500
75240,10950
11754,13900
40207,6999
86207,15900
112867,43900
78313,76000
5815,31300
49886,28700
63163,101000
115417,36900
18000,174900
40443,14800
9496,45900
28066,61500
114461,24900
37616,92900
58470,17500
107314,59900
85020,163790
45924,31000
37358,22000
113564,28880
25914,4890
83116,9900
2487,50000
33361,292900
80371,97900
5998,29600
11128,12500
106082,10500
85781,17000
33393,298900
103684,12900
67310,35900
69892,44700
90189,29900
91037,89900
12838,18900
50809,27990
8688,89200
92045,54900
96933,84900
57546,250000
94736,15800
108078,7900
50979,17700
9491,9900
54320,90900
29654,18500
106581,118900
98114,36000
95236,8900
79160,47000
86515,12500
61862,249900
22040,59900
108263,64500
3881,39900
6670,44900
25889,79900
64008,69999
69938,52900
109641,35799
12061,13500
51333,78200
10439,63500
56642,125000
35293,230000
87084,30000
112663,18999
95978,46900
29589,35900
32664,164900
91225,17399
97329,94963
108250,62900
112918,64900
70612,14900
67969,101700
37277,28900
59288,29900
112171,19900
4022,67500
84072,42900
41506,16000
8374,11900
23474,714900
9881,19700
39265,14900
95656,22900
42434,19900
82528,18900
10650,47500
15456,39500
84284,156900
5050,32900
27159,15900
115035,19900
102808,63900
116462,237900
113016,76900
71145,35000
32701,119900
44728,65900
12144,7500
95475,12900
42853,59900
52266,19990
78341,94900
93116,119799
115824,139991
114458,42900
4933,18900
93839,42900
77257,22000
46132,44800
73885,16890
13835,41500
98706,3900
104940,12200
24039,159900
57321,401484
93699,24900
103443,26500
38339,39900
98341,11900
27790,85000
21771,62900
37036,34317
5836,114900
30779,109900
104304,38900
76382,101200
65824,132000
111792,33900
31163,349900
84580,57900
31698,112113
115361,37900
113230,72900
825,12900
70342,23900
51051,21898
97161,23900
419,27900
20357,342536
34060,43500
111299,68000
108299,149900
72363,91000
50382,15500
21067,94899
61630,75000
42187,11990
8951,92900
113859,18900
4606,15500
24214,124900
22590,257890
39100,63900
99269,114899
57675,15999
62108,220170
60635,105000
